long,lat
-6.030374,40.296613
-6.02842,40.386633
-6.026456,40.476651
-6.070326,41.378518
-6.524117,42.019596
-6.520616,42.109575
-6.5171,42.199552
-6.513567,42.289527
-6.510018,42.379501
-6.403459,42.016929
-6.399788,42.106899
-6.396101,42.196867
-6.392397,42.286834
-6.282818,42.014134
-6.279006,42.104095
-6.275119,42.194056
-6.271243,42.284014
-6.158184,42.101166
-6.146053,42.371012
-6.407112,41.926957
-6.286641,41.924171
-6.481034,43.09923
-6.477336,43.189188
-6.365986,42.916555
-6.358283,43.09646
-6.354405,43.18641
-6.239588,43.003616
-6.235549,43.093558
-6.112834,43.090526
-6.108597,43.180457
-6.024674,43.178186
-6.022505,43.268166
-6.506453,42.469473
-6.495659,42.739379
-6.259508,42.553877
-6.12543,42.820721
-6.469887,43.3691
-6.346594,43.366304
-6.338711,43.546192
-6.219205,43.453311
-6.095767,43.45024
-6.09145,43.540164
-5.49702,39.407066
-5.503474,39.587101
-5.380976,39.409501
-5.384046,39.499527
-5.38713,39.589551
-5.967719,40.11662
-5.874866,40.118964
-5.640429,40.124551
-5.523186,40.127166
-5.405929,40.129663
-5.267839,39.501853
-5.270773,39.591884
-4.802885,39.509996
-4.686619,39.511741
-4.688802,39.601805
-4.690995,39.691866
-4.570343,39.513371
-4.572376,39.603439
-4.454058,39.514883
-4.45594,39.604957
-4.337764,39.51628
-4.339496,39.606358
-4.218321,39.337393
-5.288657,40.132041
-5.171372,40.134301
-5.054074,40.136442
-3.973914,38.438594
-3.858282,38.34938
-3.743854,38.350162
-3.28682,38.53241
-5.971615,40.296664
-5.878667,40.208943
-5.882485,40.298921
-5.886321,40.388896
-5.890174,40.47887
-5.894044,40.568843
-5.761302,40.211805
-5.764965,40.301791
-5.768645,40.391776
-5.643921,40.214548
-5.647429,40.304543
-5.650952,40.394536
-5.654492,40.484528
-5.526524,40.217171
-5.529876,40.307175
-5.533244,40.397177
-5.409112,40.219676
-5.412309,40.309688
-5.97752,43.178244
-5.891404,43.180454
-5.756391,42.913669
-5.760412,43.003613
-5.768509,43.183497
-5.641718,43.096457
-5.645596,43.186407
-5.649492,43.276355
-5.515285,43.009267
-5.518966,43.099227
-5.522665,43.189185
-5.52638,43.279142
-5.966785,42.728322
-5.968914,42.818309
-5.866269,42.64084
-5.87041,42.73078
-5.874571,42.820718
-5.748405,42.733775
-5.752389,42.823723
-5.618819,42.556722
-5.622592,42.646682
-5.626382,42.736641
-5.63019,42.826597
-5.981885,43.358203
-5.986291,43.538156
-5.899938,43.360312
-5.780796,43.453309
-5.789082,43.633174
-5.653406,43.366302
-5.657339,43.456246
-5.661289,43.546189
-5.533863,43.459051
-5.537631,43.549003
-5.291685,40.222062
-5.294727,40.312081
-5.297782,40.402098
-5.300851,40.492114
-5.174245,40.224329
-5.177131,40.314355
-5.18003,40.404379
-5.182943,40.494402
-5.185868,40.584424
-5.056792,40.226476
-5.059523,40.316509
-5.062265,40.406541
-5.06502,40.496571
-5.067788,40.586599
-4.941902,40.318544
-4.944488,40.408582
-4.947086,40.498619
-4.949696,40.588653
-4.824269,40.32046
-4.826699,40.410504
-4.82914,40.500546
-4.706625,40.322256
-4.708899,40.412306
-4.711182,40.502354
-4.588971,40.323932
-4.591088,40.413987
-4.593215,40.504041
-4.471308,40.325489
-4.473268,40.415549
-4.359071,40.597115
-4.240919,40.598445
-4.360899,40.687175
-4.242588,40.688509
-5.389209,42.921927
-5.396198,43.101865
-5.399716,43.191832
-5.273413,43.104372
-5.276752,43.194346
-5.147469,43.016763
-5.021882,42.929007
-5.03377,43.288967
-4.91058,43.291092
-5.378845,42.652006
-5.382284,42.741981
-5.385738,42.831955
-5.256948,42.654474
-5.260211,42.744457
-5.135035,42.656812
-5.138122,42.746802
-5.141224,42.836791
-4.776929,42.933073
-4.782129,43.113081
-4.784748,43.203083
-4.787378,43.293084
-4.654434,42.934909
-4.659276,43.114929
-4.661714,43.204937
-4.664164,43.294943
-4.534164,43.026631
-4.538669,43.206659
-4.540938,43.29667
-4.290653,43.119682
-4.29255,43.209705
-4.294455,43.299726
-4.774346,42.843066
-4.283152,42.759577
-5.406803,43.371761
-5.41037,43.461722
-5.413955,43.551683
-5.283476,43.374291
-5.286861,43.464261
-5.160133,43.376688
-5.163336,43.466666
-5.036776,43.378953
-5.039796,43.468937
-4.913405,43.381084
-4.790021,43.383083
-4.543216,43.38668
-4.122759,40.599654
-3.774513,41.142998
-4.124269,40.689722
-4.125786,40.779789
-4.005943,40.690814
-4.007301,40.780884
-4.008665,40.870952
-4.011411,41.051085
-3.887611,40.691784
-3.88881,40.781857
-3.890013,40.871929
-3.891222,40.961999
-3.892436,41.052068
-3.770313,40.782709
-3.771356,40.872784
-3.772403,40.962856
-3.773456,41.052928
-3.651811,40.78344
-3.652694,40.873516
-3.65358,40.963591
-3.654471,41.053665
-3.536214,41.144354
-3.536949,41.234426
-3.417059,41.144847
-3.417631,41.234921
-3.418205,41.324994
-3.297901,41.145216
-3.298309,41.235292
-3.29872,41.325366
-3.299132,41.415439
-3.178741,41.145463
-3.179233,41.325614
-3.059581,41.145586
-3.059662,41.235663
-3.059744,41.325738
-3.535482,41.054279
-3.415922,40.964694
-3.416489,41.054771
-3.297494,41.055139
-4.046395,43.212221
-3.923306,43.213281
-4.160973,42.760881
-4.038786,42.762054
-3.915268,42.673056
-3.917923,42.853137
-3.793244,42.673966
-3.794392,42.76401
-3.795545,42.854053
-3.671216,42.674747
-3.672187,42.764793
-3.673163,42.854838
-3.554823,43.305705
-3.307786,43.216593
-3.30824,43.306636
-3.184673,43.216858
-3.061467,43.126945
-3.549977,42.765445
-3.550776,42.855492
-3.427146,42.675917
-3.427764,42.765967
-3.305548,42.766358
-4.172933,43.391078
-4.049488,43.392278
-3.555644,43.395744
-3.556469,43.485781
-2.940256,41.325738
-2.938623,43.036898
-2.938533,43.126945
-2.938442,43.21699
-2.938352,43.307034
-2.815599,43.126813
-2.815055,43.306901
-2.692666,43.126549
-2.692214,43.216593
-2.69176,43.306636
-2.445994,43.215666
-2.694009,42.856408
-2.322889,43.215003
-2.199789,43.214208
-2.198609,43.304244
-2.075332,43.303313
-2.814782,43.396944
-2.691304,43.396677
-9.402552,38.712302
-9.403058,38.802415
-9.2879,38.802755
-9.290105,39.343408
-9.174288,39.433744
-9.058096,39.43386
-9.058171,39.523963
-9.058246,39.614066
-9.404078,38.982636
-9.404591,39.072744
-9.288264,38.892867
-9.288629,38.982978
-9.289364,39.163196
-9.173178,38.983207
-9.173398,39.073317
-9.173619,39.163426
-9.057726,38.983321
-9.057799,39.073431
-9.057947,39.253648
-8.717021,37.541036
-8.715992,37.811427
-8.603831,37.540711
-8.603353,37.630841
-8.602873,37.720971
-8.718036,37.270632
-8.717699,37.360768
-8.717361,37.450903
-8.605252,37.27031
-8.604781,37.360445
-8.604307,37.450578
-8.492471,37.26988
-8.491865,37.360014
-8.378951,37.359475
-8.941829,39.523963
-8.941754,39.614066
-8.825034,39.704049
-8.708391,39.703815
-8.59175,39.703463
-8.475111,39.702995
-8.359308,39.612313
-8.244782,39.431423
-8.243807,39.521518
-8.242827,39.611613
-8.241844,39.701706
-8.126351,39.610795
-8.013704,39.33959
-8.00988,39.609861
-7.893415,39.60881
-8.824806,39.794148
-8.824577,39.884246
-8.824347,39.974342
-8.708011,39.793913
-8.707629,39.88401
-8.707246,39.974105
-8.706861,40.064199
-8.706474,40.154292
-8.591218,39.79356
-8.590146,39.97375
-8.589607,40.063843
-8.589065,40.153935
-8.474427,39.79309
-8.47166,40.153458
-8.3568,39.882595
-8.355956,39.972686
-8.355108,40.062775
-8.354257,40.152863
-8.240856,39.791797
-8.239863,39.881887
-8.238866,39.971976
-8.237864,40.062063
-8.236858,40.152149
-8.124076,39.790974
-8.122931,39.881062
-8.121781,39.971148
-8.120625,40.061233
-8.119464,40.151316
-8.007302,39.790034
-8.006004,39.880119
-8.0047,39.970202
-8.003391,40.060283
-8.002075,40.150363
-7.890533,39.788976
-7.889083,39.879058
-7.887626,39.969137
-7.886162,40.059215
-7.884692,40.149292
-7.549682,39.334733
-7.547816,39.424809
-7.433696,39.333229
-7.431681,39.423301
-7.429657,39.513371
-7.317718,39.33161
-7.315555,39.421677
-7.435701,39.243156
-7.322016,39.151473
-7.319872,39.241543
-7.206345,39.14975
-7.204053,39.239814
-7.090683,39.147912
-7.770558,39.967955
-7.768941,40.058029
-7.767316,40.148102
-7.653498,39.966654
-7.649947,40.146793
-7.53452,40.055301
-7.532586,40.145365
-7.417322,40.053759
-7.415234,40.143818
-7.180558,40.140368
-7.063236,40.138464
-8.82365,40.244622
-8.706085,40.244383
-8.705694,40.334473
-8.705302,40.424561
-8.588521,40.244025
-8.587425,40.4242
-8.586874,40.514286
-8.586319,40.60437
-8.47096,40.243547
-8.469551,40.42372
-8.468842,40.513804
-8.468129,40.603887
-8.352543,40.333035
-8.35168,40.423119
-8.349942,40.603282
-8.234833,40.332316
-8.233813,40.422398
-8.232788,40.512478
-8.231759,40.602556
-8.118298,40.241397
-8.114768,40.511634
-8.113581,40.60171
-8.000754,40.240442
-7.999426,40.330519
-7.998093,40.420595
-7.996754,40.510669
-7.995408,40.600742
-7.883216,40.239367
-7.880242,40.419514
-7.878745,40.509585
-7.877241,40.599654
-8.701691,41.235292
-8.70128,41.325366
-8.700868,41.415439
-8.700454,41.50551
-8.582941,41.144847
-8.582369,41.234921
-8.581218,41.415066
-8.580638,41.505136
-8.463786,41.144354
-8.463051,41.234426
-8.462312,41.324498
-8.460825,41.504636
-8.585763,40.694453
-8.585204,40.784535
-8.584642,40.874615
-8.584078,40.964694
-8.583511,41.054771
-8.466695,40.784048
-8.465973,40.874127
-8.465247,40.964204
-8.464518,41.054279
-8.344634,41.143737
-8.343736,41.233808
-8.341015,41.504012
-8.225487,41.142998
-8.224425,41.233066
-8.223358,41.323133
-8.222286,41.413199
-8.221209,41.503263
-8.106344,41.142135
-8.105118,41.232201
-8.102651,41.412328
-8.101408,41.50239
-7.987206,41.141149
-7.985818,41.231212
-7.984422,41.321273
-7.983021,41.411333
-7.981613,41.501391
-7.868075,41.14004
-7.866523,41.230099
-7.864964,41.320157
-7.863398,41.410213
-7.861824,41.500268
-8.349068,40.693361
-8.348189,40.78344
-8.347306,40.873516
-8.34642,40.963591
-8.345529,41.053665
-8.230726,40.692634
-8.229687,40.782709
-8.228644,40.872784
-8.227597,40.962856
-8.226544,41.052928
-8.112389,40.691784
-8.11119,40.781857
-8.109987,40.871929
-8.108778,40.961999
-8.107564,41.052068
-7.994057,40.690814
-7.992699,40.780884
-7.991335,40.870952
-7.989965,40.961019
-7.988589,41.051085
-7.874214,40.779789
-7.872689,40.869854
-7.871158,40.959917
-7.86962,41.049979
-8.577103,42.045526
-8.819771,41.6859
-8.819519,41.775967
-8.819266,41.866034
-8.819012,41.956099
-8.700038,41.59558
-8.69962,41.685648
-8.6992,41.775715
-8.698778,41.865781
-8.698354,41.955845
-8.580055,41.595204
-8.57947,41.685272
-8.578882,41.775337
-8.578292,41.865402
-8.577699,41.955465
-8.459323,41.684769
-8.458568,41.774833
-8.457808,41.864896
-8.457046,41.954957
-8.33546,42.044381
-8.214645,42.043618
-8.213533,42.133672
-8.093835,42.042728
-8.340099,41.594077
-8.33918,41.684141
-8.338256,41.774203
-8.337329,41.864264
-8.336396,41.954323
-8.220127,41.593326
-8.219041,41.683387
-8.217949,41.773447
-8.216853,41.863506
-8.215751,41.953563
-8.10016,41.59245
-8.098907,41.682508
-8.097647,41.772565
-8.096382,41.862621
-8.095111,41.952675
-7.980199,41.591448
-7.978778,41.681504
-7.977351,41.771558
-7.975917,41.86161
-7.860244,41.590321
-7.858656,41.680373
-7.857061,41.770424
-7.855459,41.860473
-7.853849,41.95052
-7.765684,40.238174
-7.764044,40.328244
-7.762398,40.418312
-7.760743,40.508379
-7.759081,40.598445
-7.64816,40.23686
-7.646364,40.326926
-7.644561,40.416991
-7.642749,40.507053
-7.640929,40.597115
-7.530643,40.235428
-7.528692,40.325489
-7.526732,40.415549
-7.524763,40.505607
-7.522785,40.595664
-7.413136,40.233876
-7.411029,40.323932
-7.408912,40.413987
-7.406785,40.504041
-7.404649,40.594093
-7.295638,40.232205
-7.291101,40.412306
-7.288818,40.502354
-7.286524,40.5924
-7.17815,40.230415
-7.175731,40.32046
-7.173301,40.410504
-7.17086,40.500546
-7.168408,40.590587
-7.060673,40.228505
-7.058098,40.318544
-7.055512,40.408582
-7.052914,40.498619
-7.050304,40.588653
-6.943208,40.226476
-6.940477,40.316509
-6.825755,40.224329
-6.822869,40.314355
-7.748951,41.138808
-7.747236,41.228863
-7.745513,41.318917
-7.743782,41.408969
-7.742043,41.49902
-7.627956,41.227503
-7.624174,41.407601
-7.622269,41.497648
-7.508685,41.22602
-7.504574,41.406108
-7.502504,41.49615
-7.391628,41.134372
-7.389424,41.224414
-7.387209,41.314453
-7.384984,41.404492
-7.382749,41.494528
-7.270172,41.222683
-7.757412,40.688509
-7.755735,40.778572
-7.754051,40.868633
-7.752358,40.958693
-7.750659,41.048751
-7.637264,40.777233
-7.635419,40.86729
-7.633566,40.957346
-7.631705,41.0474
-7.518802,40.775773
-7.516797,40.865826
-7.514783,40.955877
-7.512759,41.045926
-7.402504,40.684143
-7.400348,40.774192
-7.398183,40.864239
-7.396008,40.954285
-7.281904,40.772489
-7.279579,40.862531
-7.026277,41.398896
-6.906732,41.396782
-7.163471,40.770664
-7.740296,41.58907
-7.738541,41.679118
-7.736779,41.769164
-7.735008,41.859209
-7.620356,41.587693
-7.618435,41.677736
-7.616504,41.767778
-7.614565,41.857819
-7.496239,41.766267
-7.494131,41.856303
-7.380504,41.584564
-7.378248,41.674597
-7.375982,41.76463
-7.373706,41.85466
-7.25817,41.67284
-7.255737,41.762867
-7.253292,41.852892
-7.127628,42.031031
-6.765479,42.024549
-7.135502,41.760978
-7.13289,41.850997
-7.130265,41.941014
-7.015279,41.758963
-7.012499,41.848976
-7.009705,41.938987
-6.898005,41.666815
-6.895069,41.756823
-6.89212,41.846829
-6.889158,41.936833
-6.768624,41.934553
-6.651405,41.842157
-6.648105,41.932146
-6.53107,41.839632
-6.527601,41.929613
