Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.87084E-4,96.311886673,0.91702455,0.004047218,0.972318339,0
9.95097E-4,96.51084697,0.918684378,0.003822372,0.972318339,0
1.00382E-3,96.811116059,0.920453155,0.003485104,0.974048443,0
1.00643E-3,97.012251252,0.920975965,0.003260259,0.975778547,0
1.01829E-3,97.316660301,0.923303894,0.00292299,0.979238754,0
1.02438E-3,97.521022017,0.924472967,0.002698145,0.979238754,0
1.02757E-3,97.82872517,0.925078815,0.002360877,0.979238754,0
1.03035E-3,98.034679386,0.925600886,0.002136031,0.979238754,0
1.03603E-3,98.344659241,0.926659289,0.001798763,0.980968858,0
1.04874E-3,98.553338294,0.928972093,0.001573918,0.984429066,0
1.05422E-3,98.764168957,0.929948433,0.001349073,0.98615917,0
1.07124E-3,99.084914438,0.932890088,0.001011804,0.989619377,0
1.1119E-3,99.305650924,0.939430719,0.000786959,0.991349481,0
1.12496E-3,99.52963309,0.941393263,0.000562114,0.994809689,0
1.16629E-3,99.761127728,0.947193277,0.000337268,0.996539792,0
1.21967E-3,100,0.953844163,0.000112423,0.998269896,0
1.21967E-3,100,0.953844163,0.000112423,1,0
