X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-4.947086,40.498619,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-4.949696,40.588653,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.824269,40.32046,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.82914,40.500546,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.706625,40.322256,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-4.708899,40.412306,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.588971,40.323932,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-4.591088,40.413987,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.471308,40.325489,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-4.473268,40.415549,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.359071,40.597115,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-4.240919,40.598445,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.242588,40.688509,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.244265,40.778572,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-5.392695,43.011897,train,69.94932390327139,100.0,0.999720166304801
